gia,dienTich,giaMoiM2,soPhongNgu,soWC,phuong,quan
6.1,70.4,86.65,2,2,Nhân Chính,Thanh Xuân
7.4,85.1,86.96,3,2,Nhân Chính,Thanh Xuân
8.5,127.0,66.93,3,2,Thanh Xuân Trung,Thanh Xuân
4.5,75.0,60.0,2,2,Nhân Chính,Thanh Xuân
9.1,133.0,68.42,3,2,Nhân Chính,Thanh Xuân
12.5,166.0,75.3,3,2,Nhân Chính,Thanh Xuân
1.75,30.0,58.33,2,1,Thanh Xuân Bắc,Thanh Xuân
5.1,102.0,50.0,2,2,Thanh Xuân Trung,Thanh Xuân
6.8,94.0,72.34,3,2,Thanh Xuân Trung,Thanh Xuân
8.5,106.0,80.19,3,2,Nhân Chính,Thanh Xuân
6.8,78.0,87.18,2,2,Nhân Chính,Thanh Xuân
7.9,97.0,81.44,3,2,Nhân Chính,Thanh Xuân
7.3,107.0,68.22,3,3,Hạ Đình,Thanh Xuân
7.1,105.0,67.62,3,2,Thanh Xuân Trung,Thanh Xuân
7.0,103.6,67.57,3,2,Nhân Chính,Thanh Xuân
5.8,71.22,81.44,2,2,Thanh Xuân Trung,Thanh Xuân
5.5,69.0,79.71,2,2,Nhân Chính,Thanh Xuân
6.9,80.0,86.25,3,2,Nhân Chính,Thanh Xuân
10.0,165.0,60.61,4,2,Nhân Chính,Thanh Xuân
8.5,127.0,66.93,3,2,Thanh Xuân Trung,Thanh Xuân
9.7,128.0,75.78,3,2,Nhân Chính,Thanh Xuân
4.1,47.0,87.23,1,1,Nhân Chính,Thanh Xuân
7.4,95.0,77.9,3,2,Thanh Xuân Trung,Thanh Xuân
8.2,98.0,83.67,3,2,Nhân Chính,Thanh Xuân
8.5,128.0,66.41,3,2,Nhân Chính,Thanh Xuân
2.1,45.0,46.67,2,1,Thượng Đình,Thanh Xuân
2.79,28.0,99.64,2,1,Thanh Xuân Trung,Thanh Xuân
11.81,118.1,100.0,3,3,Thanh Xuân Trung,Thanh Xuân
8.5,128.0,66.41,3,2,Nhân Chính,Thanh Xuân
5.1,66.0,77.27,2,2,Nhân Chính,Thanh Xuân
1.6,35.0,45.71,2,1,Thanh Xuân Bắc,Thanh Xuân
14.5,161.0,90.06,4,3,Nhân Chính,Thanh Xuân
5.4,71.0,76.06,2,2,Thanh Xuân Trung,Thanh Xuân
7.3,100.0,73.0,3,2,Thanh Xuân Trung,Thanh Xuân
8.2,105.0,78.1,3,2,Nhân Chính,Thanh Xuân
7.06,72.0,98.0,2,2,Thanh Xuân Trung,Thanh Xuân
6.1,64.0,95.31,2,2,Nhân Chính,Thanh Xuân
15.5,132.0,117.42,3,2,Thượng Đình,Thanh Xuân
6.5,74.0,87.84,2,2,Thanh Xuân Trung,Thanh Xuân
2.95,65.0,45.38,2,1,Thanh Xuân Bắc,Thanh Xuân
2.55,60.0,42.5,2,2,Thanh Xuân Trung,Thanh Xuân
8.56,125.0,68.48,3,2,Nhân Chính,Thanh Xuân
9.5,115.0,82.61,3,2,Thượng Đình,Thanh Xuân
6.5,74.0,87.84,2,2,Nhân Chính,Thanh Xuân
7.0,97.0,72.17,3,2,Nhân Chính,Thanh Xuân
9.0,114.0,78.95,3,2,Thượng Đình,Thanh Xuân
2.26,60.0,37.67,2,2,Khương Đình,Thanh Xuân
4.7,68.0,69.12,2,2,Hạ Đình,Thanh Xuân
6.8,91.5,74.32,3,2,Thanh Xuân Trung,Thanh Xuân
9.5,170.0,55.88,4,2,Thanh Xuân Trung,Thanh Xuân
6.0,72.0,83.33,2,2,Thanh Xuân Trung,Thanh Xuân
5.7,72.0,79.17,2,2,Thanh Xuân Trung,Thanh Xuân
5.5,70.0,78.57,2,2,Nhân Chính,Thanh Xuân
9.0,110.0,81.82,3,2,Nhân Chính,Thanh Xuân
10.3,170.0,60.59,3,2,Nhân Chính,Thanh Xuân
8.5,110.0,77.27,3,2,Thanh Xuân Trung,Thanh Xuân
8.0,97.0,82.47,3,2,Thanh Xuân Trung,Thanh Xuân
11.6,145.0,80.0,4,3,Thanh Xuân Trung,Thanh Xuân
7.06,72.0,98.0,2,2,Thanh Xuân Trung,Thanh Xuân
9.2,163.0,56.44,4,2,Nhân Chính,Thanh Xuân
6.3,99.0,63.64,3,2,Thanh Xuân Trung,Thanh Xuân
7.0,88.0,79.54,3,2,Thanh Xuân Trung,Thanh Xuân
5.5,85.0,64.71,3,2,Khương Đình,Thanh Xuân
7.0,105.0,66.67,3,2,Thanh Xuân Trung,Thanh Xuân
6.9,127.0,54.33,3,2,Thanh Xuân Trung,Thanh Xuân
7.0,86.0,81.4,2,2,Khương Mai,Thanh Xuân
9.0,128.0,70.31,3,2,Thanh Xuân Trung,Thanh Xuân
7.2,80.0,90.0,2,2,Thanh Xuân Trung,Thanh Xuân
6.2,94.0,65.96,3,2,Thanh Xuân Trung,Thanh Xuân
7.0,128.0,54.69,3,3,Nhân Chính,Thanh Xuân
4.9,75.0,65.33,2,2,Nhân Chính,Thanh Xuân
6.0,85.0,70.59,3,2,Khương Đình,Thanh Xuân
1.9,60.0,31.67,2,2,Hạ Đình,Thanh Xuân
5.5,105.0,52.38,3,2,Thanh Xuân Trung,Thanh Xuân
9.3,93.44,99.53,3,3,Thanh Xuân Trung,Thanh Xuân
8.0,105.0,76.19,3,2,Thượng Đình,Thanh Xuân
5.8,71.0,81.69,2,2,Thanh Xuân Trung,Thanh Xuân
9.9,196.0,50.51,3,4,Nhân Chính,Thanh Xuân
20.0,270.0,74.07,4,3,Thanh Xuân Trung,Thanh Xuân
11.0,165.0,66.67,3,2,Nhân Chính,Thanh Xuân
8.6,126.0,68.25,3,2,Khương Đình,Thanh Xuân
4.9,70.0,70.0,2,2,Khương Đình,Thanh Xuân
7.5,90.0,83.33,3,2,Thanh Xuân Trung,Thanh Xuân
8.51,96.7,88.0,3,3,Thanh Xuân Trung,Thanh Xuân
7.3,80.0,91.25,2,2,Khương Mai,Thanh Xuân
5.99,85.0,70.47,2,2,Thanh Xuân Trung,Thanh Xuân
5.5,66.0,83.33,2,2,Thanh Xuân Trung,Thanh Xuân
5.6,105.0,53.33,3,2,Thanh Xuân Trung,Thanh Xuân
8.0,110.0,72.73,3,2,Thanh Xuân Trung,Thanh Xuân
8.0,128.0,62.5,3,2,Nhân Chính,Thanh Xuân
6.0,73.0,82.19,2,2,Nhân Chính,Thanh Xuân
4.95,105.0,47.14,3,2,Thanh Xuân Trung,Thanh Xuân
8.4,139.6,60.17,3,2,Thanh Xuân Trung,Thanh Xuân
7.5,124.0,60.48,3,2,Nhân Chính,Thanh Xuân
6.9,96.56,71.46,3,2,Thanh Xuân Trung,Thanh Xuân
5.4,118.0,45.76,3,2,Thanh Xuân Trung,Thanh Xuân
6.3,66.0,95.46,2,2,Thanh Xuân Trung,Thanh Xuân
9.0,94.0,95.74,3,2,Thanh Xuân Trung,Thanh Xuân
8.8,132.0,66.67,3,2,Thanh Xuân Trung,Thanh Xuân
8.1,88.0,92.04,3,2,Thanh Xuân Trung,Thanh Xuân
12.3,145.0,84.83,4,3,Thanh Xuân Trung,Thanh Xuân
12.2,118.0,103.39,3,3,Thanh Xuân Trung,Thanh Xuân
7.8,82.0,95.12,3,2,Nhân Chính,Thanh Xuân
11.3,121.0,93.39,3,2,Thanh Xuân Trung,Thanh Xuân
6.85,92.0,74.46,3,2,Khương Mai,Thanh Xuân
6.0,69.0,86.96,2,2,Thanh Xuân Trung,Thanh Xuân
4.5,63.8,70.53,2,2,Phương Liệt,Thanh Xuân
5.0,87.0,57.47,3,2,Khương Trung,Thanh Xuân
7.0,95.0,73.68,3,2,Thanh Xuân Trung,Thanh Xuân
7.06,72.0,98.0,2,2,Thanh Xuân Trung,Thanh Xuân
8.5,122.0,69.67,3,2,Thanh Xuân Trung,Thanh Xuân
8.73,97.0,90.0,3,3,Thanh Xuân Trung,Thanh Xuân
5.85,87.0,67.24,3,2,Khương Trung,Thanh Xuân
5.8,64.0,90.62,2,2,Nhân Chính,Thanh Xuân
9.0,135.0,66.67,3,2,Thanh Xuân Trung,Thanh Xuân
9.3,93.44,99.53,3,3,Thanh Xuân Trung,Thanh Xuân
4.9,63.0,77.78,2,2,Nhân Chính,Thanh Xuân
8.5,130.0,65.39,3,2,Khương Đình,Thanh Xuân
9.1,116.0,78.45,3,2,Thượng Đình,Thanh Xuân
4.6,56.0,82.14,2,2,Thanh Xuân Bắc,Thanh Xuân
7.4,86.0,86.0,3,2,Nhân Chính,Thanh Xuân
8.0,130.0,61.54,3,2,Nhân Chính,Thanh Xuân
6.2,72.0,86.11,2,2,Thanh Xuân Trung,Thanh Xuân
7.1,102.0,69.61,3,2,Hạ Đình,Thanh Xuân
7.0,87.0,80.46,2,2,Thượng Đình,Thanh Xuân
11.0,176.0,62.5,4,2,Nhân Chính,Thanh Xuân
7.69,103.6,74.23,3,2,Nhân Chính,Thanh Xuân
3.58,75.0,47.73,3,2,Thanh Xuân Bắc,Thanh Xuân
7.5,88.0,85.23,3,2,Thanh Xuân Trung,Thanh Xuân
8.5,80.0,106.25,3,2,Thanh Xuân Trung,Thanh Xuân
8.6,146.5,58.7,4,2,Thanh Xuân Trung,Thanh Xuân
9.0,106.0,84.91,3,2,Nhân Chính,Thanh Xuân
8.2,88.0,93.18,3,2,Nhân Chính,Thanh Xuân
6.65,72.5,91.72,2,2,Nhân Chính,Thanh Xuân
7.9,100.0,79.0,3,2,Nhân Chính,Thanh Xuân
5.4,66.0,81.82,2,2,Nhân Chính,Thanh Xuân
10.0,111.0,90.09,3,2,Nhân Chính,Thanh Xuân
25.0,250.0,100.0,4,3,Thượng Đình,Thanh Xuân
8.5,126.0,67.46,3,2,Khương Đình,Thanh Xuân
4.76,70.0,68.0,3,2,Nhân Chính,Thanh Xuân
8.5,107.0,79.44,3,2,Nhân Chính,Thanh Xuân
11.0,105.0,104.76,3,2,Thượng Đình,Thanh Xuân
9.0,102.0,88.24,3,2,Thượng Đình,Thanh Xuân
7.8,105.0,74.29,3,2,Hạ Đình,Thanh Xuân
9.0,127.0,70.87,3,2,Thanh Xuân Trung,Thanh Xuân
5.8,90.0,64.44,3,2,Khương Trung,Thanh Xuân
7.5,86.0,87.21,2,2,Khương Mai,Thanh Xuân
8.5,125.0,68.0,3,2,Nhân Chính,Thanh Xuân
8.8,168.0,52.38,4,3,Thanh Xuân Trung,Thanh Xuân
5.0,85.0,58.82,3,1,Khương Trung,Thanh Xuân
4.5,78.0,57.69,2,2,Phương Liệt,Thanh Xuân
5.8,64.0,90.62,2,2,Nhân Chính,Thanh Xuân
2.55,60.0,42.5,2,2,Thanh Xuân Bắc,Thanh Xuân
5.5,85.0,64.71,3,2,Khương Đình,Thanh Xuân
3.45,80.0,43.12,3,2,Nhân Chính,Thanh Xuân
9.0,125.0,72.0,3,2,Thanh Xuân Trung,Thanh Xuân
9.5,110.0,86.36,3,2,Thanh Xuân Trung,Thanh Xuân
8.0,120.0,66.67,3,2,Thanh Xuân Trung,Thanh Xuân
6.0,85.0,70.59,3,2,Khương Đình,Thanh Xuân
9.0,128.0,70.31,3,2,Nhân Chính,Thanh Xuân
7.0,98.0,71.43,3,2,Thanh Xuân Trung,Thanh Xuân
5.9,82.2,71.78,2,2,Khương Đình,Thanh Xuân
8.4,122.0,68.85,3,2,Thanh Xuân Trung,Thanh Xuân
6.0,68.0,88.24,2,2,Nhân Chính,Thanh Xuân
9.0,146.0,61.64,4,2,Thanh Xuân Trung,Thanh Xuân
5.3,96.0,55.21,3,2,Nhân Chính,Thanh Xuân
5.5,71.2,77.25,2,2,Thanh Xuân Trung,Thanh Xuân
10.6,163.0,65.0,3,2,Nhân Chính,Thanh Xuân
6.2,90.0,68.89,3,2,Thanh Xuân Bắc,Thanh Xuân
4.0,60.0,66.67,2,1,Thanh Xuân Trung,Thanh Xuân
7.6,138.0,55.07,3,2,Nhân Chính,Thanh Xuân
5.5,90.0,61.11,3,2,Thanh Xuân Trung,Thanh Xuân
7.7,80.0,96.25,3,2,Nhân Chính,Thanh Xuân
9.8,128.3,76.38,3,2,Nhân Chính,Thanh Xuân
9.3,128.0,72.66,3,2,Nhân Chính,Thanh Xuân
5.2,65.0,80.0,2,2,Nhân Chính,Thanh Xuân
5.2,65.0,80.0,2,2,Nhân Chính,Thanh Xuân
9.0,122.0,73.77,3,2,Thanh Xuân Trung,Thanh Xuân
4.5,70.0,64.29,2,1,Nhân Chính,Thanh Xuân
4.54,73.3,62.0,2,2,Thanh Xuân Trung,Thanh Xuân
7.8,111.0,70.27,2,2,Thanh Xuân Trung,Thanh Xuân
8.32,126.0,66.0,3,2,Khương Đình,Thanh Xuân
2.7,60.0,45.0,2,1,Thanh Xuân Bắc,Thanh Xuân
8.19,98.0,83.57,3,2,Nhân Chính,Thanh Xuân
8.25,110.2,74.86,3,2,Thanh Xuân Trung,Thanh Xuân
11.0,105.0,104.76,3,2,Nhân Chính,Thanh Xuân
3.1,55.0,56.36,2,1,Thanh Xuân Bắc,Thanh Xuân
6.75,82.0,82.32,3,2,Nhân Chính,Thanh Xuân
7.2,104.0,69.23,3,2,Hạ Đình,Thanh Xuân
9.0,165.0,54.54,3,2,Nhân Chính,Thanh Xuân
7.2,95.0,75.79,3,2,Thanh Xuân Trung,Thanh Xuân
5.3,65.0,81.54,2,1,Nhân Chính,Thanh Xuân
6.5,81.4,79.85,2,2,Thanh Xuân Trung,Thanh Xuân
5.5,65.0,84.62,2,2,Nhân Chính,Thanh Xuân
10.0,110.0,90.91,2,2,Thượng Đình,Thanh Xuân
8.3,97.0,85.57,3,2,Thanh Xuân Trung,Thanh Xuân
6.0,95.0,63.16,3,2,Phương Liệt,Thanh Xuân
4.88,80.0,61.0,2,2,Phương Liệt,Thanh Xuân
8.5,110.0,77.27,3,2,Thanh Xuân Trung,Thanh Xuân
8.3,97.0,85.57,3,2,Nhân Chính,Thanh Xuân
7.5,80.0,93.75,3,2,Nhân Chính,Thanh Xuân
4.8,68.0,70.59,2,2,Hạ Đình,Thanh Xuân
7.1,80.0,88.75,3,2,Nhân Chính,Thanh Xuân
4.75,68.0,69.85,2,2,Hạ Đình,Thanh Xuân
7.2,73.0,98.63,2,2,Nhân Chính,Thanh Xuân
6.6,103.0,64.08,3,2,Thanh Xuân Trung,Thanh Xuân
8.0,120.0,66.67,3,2,Khương Trung,Thanh Xuân
7.5,135.0,55.56,3,2,Nhân Chính,Thanh Xuân
6.35,114.0,55.7,3,2,Thanh Xuân Bắc,Thanh Xuân
7.8,73.0,106.85,2,2,Thanh Xuân Trung,Thanh Xuân
5.0,105.0,47.62,3,2,Thanh Xuân Trung,Thanh Xuân
7.1,97.0,73.2,3,2,Khương Trung,Thanh Xuân
7.93,124.0,63.95,3,2,Nhân Chính,Thanh Xuân
20.0,229.0,87.34,3,3,Nhân Chính,Thanh Xuân
9.5,170.0,55.88,3,3,Thanh Xuân Trung,Thanh Xuân
8.29,146.5,56.59,4,3,Thanh Xuân Trung,Thanh Xuân
8.5,166.0,51.2,3,2,Thanh Xuân Trung,Thanh Xuân
6.0,97.0,61.86,3,2,Thanh Xuân Trung,Thanh Xuân
5.95,84.0,70.83,3,2,Nhân Chính,Thanh Xuân
8.0,93.0,86.02,3,2,Thanh Xuân Trung,Thanh Xuân
22.0,230.0,95.65,3,2,Nhân Chính,Thanh Xuân
7.5,85.9,87.31,2,2,Khương Mai,Thanh Xuân
2.69,55.0,48.91,2,1,Thanh Xuân Bắc,Thanh Xuân
7.5,100.0,75.0,3,2,Nhân Chính,Thanh Xuân
6.0,70.0,85.71,2,2,Thanh Xuân Trung,Thanh Xuân
5.4,97.0,55.67,2,2,Thanh Xuân Trung,Thanh Xuân
6.25,115.0,54.35,3,2,Phương Liệt,Thanh Xuân
4.88,80.0,61.0,2,2,Phương Liệt,Thanh Xuân
3.08,65.0,47.38,2,2,Thanh Xuân Bắc,Thanh Xuân
13.8,186.0,74.19,3,2,Nhân Chính,Thanh Xuân
5.0,60.0,83.33,2,1,Nhân Chính,Thanh Xuân
5.0,59.8,83.61,2,1,Nhân Chính,Thanh Xuân
8.2,98.0,83.67,3,2,Nhân Chính,Thanh Xuân
5.3,65.0,81.54,2,2,Nhân Chính,Thanh Xuân
4.37,91.0,48.02,3,2,Thanh Xuân Trung,Thanh Xuân
7.9,85.9,91.97,2,2,Khương Mai,Thanh Xuân
5.6,75.0,74.67,2,2,Nhân Chính,Thanh Xuân
11.0,110.0,100.0,2,2,Thượng Đình,Thanh Xuân
8.1,88.0,92.04,3,2,Thanh Xuân Trung,Thanh Xuân
4.95,62.0,79.84,2,2,Nhân Chính,Thanh Xuân
11.62,166.0,70.0,3,3,Thanh Xuân Trung,Thanh Xuân
5.07,73.0,69.5,2,2,Hạ Đình,Thanh Xuân
5.4,71.0,76.06,2,2,Nhân Chính,Thanh Xuân
6.7,97.0,69.07,3,2,Thanh Xuân Trung,Thanh Xuân
6.0,72.0,83.33,2,2,Thanh Xuân Trung,Thanh Xuân
8.1,95.0,85.26,3,2,Thanh Xuân Trung,Thanh Xuân
5.8,90.0,64.44,3,2,Khương Trung,Thanh Xuân
6.8,79.4,85.64,3,2,Nhân Chính,Thanh Xuân
8.2,110.0,74.54,3,2,Thanh Xuân Trung,Thanh Xuân
2.75,120.0,22.92,3,2,Thanh Xuân Bắc,Thanh Xuân
5.0,105.0,47.62,3,2,Thanh Xuân Trung,Thanh Xuân
6.79,80.0,84.85,3,2,Nhân Chính,Thanh Xuân
7.9,73.4,107.63,2,2,Thanh Xuân Trung,Thanh Xuân
9.3,93.44,99.53,3,3,Thanh Xuân Trung,Thanh Xuân
7.9,73.4,107.63,2,2,Thanh Xuân Trung,Thanh Xuân
5.3,92.0,57.61,3,2,Nhân Chính,Thanh Xuân
5.8,71.0,81.69,2,2,Thanh Xuân Trung,Thanh Xuân
6.9,70.0,98.57,2,2,Thượng Đình,Thanh Xuân
8.0,125.0,64.0,3,2,Nhân Chính,Thanh Xuân
8.88,106.0,83.77,3,2,Nhân Chính,Thanh Xuân
4.8,62.0,77.42,2,2,Nhân Chính,Thanh Xuân
8.8,102.0,86.28,3,2,Thanh Xuân Trung,Thanh Xuân
9.5,128.0,74.22,3,2,Nhân Chính,Thanh Xuân
6.5,71.0,91.55,2,2,Thanh Xuân Trung,Thanh Xuân
7.8,97.0,80.41,3,2,Nhân Chính,Thanh Xuân
8.2,98.0,83.67,3,2,Nhân Chính,Thanh Xuân
3.8,60.0,63.33,2,1,Nhân Chính,Thanh Xuân
5.7,93.0,61.29,3,2,Nhân Chính,Thanh Xuân
7.02,108.0,65.0,3,2,Nhân Chính,Thanh Xuân
15.0,145.0,103.45,4,3,Nhân Chính,Thanh Xuân
5.4,90.0,60.0,3,2,Khương Trung,Thanh Xuân
8.4,124.0,67.74,3,2,Nhân Chính,Thanh Xuân
7.3,73.0,100.0,2,2,Thanh Xuân Trung,Thanh Xuân
9.6,115.0,83.48,2,2,Thượng Đình,Thanh Xuân
6.0,79.0,75.95,2,2,Nhân Chính,Thanh Xuân
4.5,71.0,63.38,2,2,Hạ Đình,Thanh Xuân
6.4,85.0,75.29,3,2,Khương Đình,Thanh Xuân
5.5,72.0,76.39,2,2,Thanh Xuân Trung,Thanh Xuân
7.0,80.0,87.5,2,2,Thanh Xuân Trung,Thanh Xuân
7.3,130.0,56.15,3,2,Nhân Chính,Thanh Xuân
6.85,72.11,95.0,2,2,Thanh Xuân Trung,Thanh Xuân
5.0,67.0,74.63,2,2,Nhân Chính,Thanh Xuân
1.23,30.0,41.0,1,1,Khương Trung,Thanh Xuân
1.23,36.0,34.17,1,1,Khương Đình,Thanh Xuân
6.4,70.0,91.43,2,2,Thanh Xuân Trung,Thanh Xuân
15.0,150.0,100.0,4,3,Nhân Chính,Thanh Xuân
9.0,128.0,70.31,3,2,Nhân Chính,Thanh Xuân
8.4,110.0,76.36,3,2,Nhân Chính,Thanh Xuân
6.0,83.0,72.29,3,2,Khương Đình,Thanh Xuân
5.3,75.0,70.67,2,2,Nhân Chính,Thanh Xuân
8.8,94.0,93.62,3,2,Khương Mai,Thanh Xuân
9.0,94.2,95.54,3,3,Khương Mai,Thanh Xuân
6.0,107.0,56.08,3,2,Nhân Chính,Thanh Xuân
9.0,125.0,72.0,4,2,Phương Liệt,Thanh Xuân
4.9,79.5,61.64,3,2,Phương Liệt,Thanh Xuân
3.98,80.0,49.75,2,2,Thanh Xuân Bắc,Thanh Xuân
1.65,42.0,39.29,2,1,Thượng Đình,Thanh Xuân
5.8,66.0,87.88,2,2,Nhân Chính,Thanh Xuân
1.28,45.0,28.44,1,1,Nhân Chính,Thanh Xuân
4.8,93.0,51.61,2,2,Nhân Chính,Thanh Xuân
5.1,75.0,68.0,2,2,Nhân Chính,Thanh Xuân
7.3,89.6,81.47,3,2,Thanh Xuân Trung,Thanh Xuân
6.9,105.0,65.71,3,2,Nhân Chính,Thanh Xuân
9.1,122.0,74.59,3,2,Thanh Xuân Trung,Thanh Xuân
3.05,60.0,50.83,2,1,Thanh Xuân Bắc,Thanh Xuân
5.9,80.0,73.75,2,2,Thanh Xuân Bắc,Thanh Xuân
5.4,93.0,58.06,3,2,Nhân Chính,Thanh Xuân
5.2,84.4,61.61,2,2,Nhân Chính,Thanh Xuân
8.6,104.0,82.69,3,2,Nhân Chính,Thanh Xuân
5.55,83.0,66.87,2,2,Thanh Xuân Bắc,Thanh Xuân
6.8,100.0,68.0,3,2,Thanh Xuân Trung,Thanh Xuân
9.1,116.0,78.45,3,2,Thượng Đình,Thanh Xuân
7.1,80.0,88.75,3,2,Thanh Xuân Trung,Thanh Xuân
8.4,102.0,82.35,3,2,Thanh Xuân Trung,Thanh Xuân
6.3,70.0,90.0,2,2,Thanh Xuân Trung,Thanh Xuân
6.7,81.0,82.72,2,2,Nhân Chính,Thanh Xuân
9.65,125.0,77.2,3,2,Nhân Chính,Thanh Xuân
5.5,66.0,83.33,2,2,Thanh Xuân Trung,Thanh Xuân
6.3,100.0,63.0,2,2,Thanh Xuân Trung,Thanh Xuân
5.5,89.0,61.8,3,2,Khương Trung,Thanh Xuân
9.0,135.0,66.67,3,2,Thanh Xuân Trung,Thanh Xuân
8.4,125.0,67.2,3,2,Nhân Chính,Thanh Xuân
10.0,130.0,76.92,3,2,Thanh Xuân Trung,Thanh Xuân
2.95,65.0,45.38,3,2,Thượng Đình,Thanh Xuân
9.89,117.7,84.0,3,3,Thanh Xuân Trung,Thanh Xuân
17.0,146.0,116.44,4,3,Nhân Chính,Thanh Xuân
7.0,84.0,83.33,2,2,Nhân Chính,Thanh Xuân
5.8,83.0,69.88,2,2,Thanh Xuân Bắc,Thanh Xuân
15.0,144.0,104.17,3,3,Nhân Chính,Thanh Xuân
5.65,90.0,62.78,3,2,Khương Trung,Thanh Xuân
6.71,110.0,61.0,3,2,Thanh Xuân Trung,Thanh Xuân
7.4,95.0,77.9,3,2,Thanh Xuân Trung,Thanh Xuân
5.5,90.0,61.11,3,2,Thanh Xuân Trung,Thanh Xuân
8.1,79.0,102.53,2,2,Thanh Xuân Trung,Thanh Xuân
11.0,121.0,90.91,3,2,Thanh Xuân Trung,Thanh Xuân
7.4,90.0,82.22,3,2,Thanh Xuân Trung,Thanh Xuân
6.5,72.0,90.28,2,2,Thanh Xuân Trung,Thanh Xuân
5.6,93.2,60.09,3,2,Nhân Chính,Thanh Xuân
6.15,66.0,93.18,2,2,Thanh Xuân Trung,Thanh Xuân
6.0,94.0,63.83,2,2,Thanh Xuân Bắc,Thanh Xuân
3.45,90.0,38.33,3,2,Phương Liệt,Thanh Xuân
5.5,72.0,76.39,2,2,Thanh Xuân Trung,Thanh Xuân
11.1,118.1,94.0,3,2,Thanh Xuân Trung,Thanh Xuân
6.3,77.0,81.82,2,2,Thanh Xuân Trung,Thanh Xuân
5.5,90.0,61.11,3,2,Nhân Chính,Thanh Xuân
7.5,105.0,71.43,3,2,Thanh Xuân Trung,Thanh Xuân
9.6,122.0,78.69,3,2,Thanh Xuân Trung,Thanh Xuân
6.0,83.0,72.29,2,2,Khương Đình,Thanh Xuân
5.7,95.0,60.0,3,2,Thanh Xuân Trung,Thanh Xuân
5.8,66.0,87.88,2,2,Thanh Xuân Trung,Thanh Xuân
5.8,70.0,82.86,2,2,Nhân Chính,Thanh Xuân
7.5,90.0,83.33,3,2,Nhân Chính,Thanh Xuân
5.45,71.0,76.76,2,2,Nhân Chính,Thanh Xuân
5.0,96.0,52.08,3,2,Nhân Chính,Thanh Xuân
5.1,78.4,65.0,2,2,Khương Trung,Thanh Xuân
5.2,89.0,58.43,3,2,Khương Trung,Thanh Xuân
3.5,75.0,46.67,2,2,Quang Trung,Hà Đông
11.3,108.0,104.63,3,2,La Khê,Hà Đông
3.1,70.0,44.29,2,2,Yên Nghĩa,Hà Đông
3.65,65.5,55.72,2,1,Dương Nội,Hà Đông
2.2,70.0,31.43,2,2,Kiến Hưng,Hà Đông
3.33,72.0,46.25,2,2,Phúc La,Hà Đông
2.75,55.0,50.0,2,1,Yên Nghĩa,Hà Đông
3.6,80.0,45.0,2,2,Phúc La,Hà Đông
5.0,144.0,34.72,3,2,La Khê,Hà Đông
3.2,67.0,47.76,2,2,Văn Quán,Hà Đông
5.0,86.0,58.14,3,2,Quang Trung,Hà Đông
2.3,75.0,30.67,3,2,Văn Quán,Hà Đông
4.65,74.0,62.84,2,2,Dương Nội,Hà Đông
6.5,100.0,65.0,3,2,Dương Nội,Hà Đông
3.9,90.0,43.33,3,2,Yên Nghĩa,Hà Đông
6.0,118.0,50.85,3,2,La Khê,Hà Đông
4.8,74.0,64.86,2,2,La Khê,Hà Đông
2.58,52.3,49.33,2,1,Phúc La,Hà Đông
4.2,75.0,56.0,2,2,Mỗ Lao,Hà Đông
4.3,75.0,57.33,2,2,La Khê,Hà Đông
5.2,95.0,54.74,3,2,Mỗ Lao,Hà Đông
4.8,75.0,64.0,2,2,Mỗ Lao,Hà Đông
4.3,75.0,57.33,2,2,Dương Nội,Hà Đông
5.0,90.0,55.56,3,2,Dương Nội,Hà Đông
3.65,80.0,45.62,2,2,Yên Nghĩa,Hà Đông
3.95,90.0,43.89,3,2,Yên Nghĩa,Hà Đông
6.7,141.0,47.52,3,2,Mỗ Lao,Hà Đông
3.5,79.0,44.3,2,2,Yên Nghĩa,Hà Đông
5.9,94.0,62.77,3,2,La Khê,Hà Đông
6.5,120.0,54.17,3,2,Vạn Phúc,Hà Đông
7.3,129.0,56.59,3,2,Mỗ Lao,Hà Đông
6.6,120.0,55.0,3,3,Vạn Phúc,Hà Đông
2.3,67.0,34.33,2,2,Kiến Hưng,Hà Đông
9.0,140.0,64.29,4,3,Dương Nội,Hà Đông
5.2,93.0,55.91,3,2,Quang Trung,Hà Đông
3.6,80.0,45.0,2,2,Phúc La,Hà Đông
3.65,65.0,56.15,2,1,Hà Cầu,Hà Đông
3.9,70.0,55.71,2,2,La Khê,Hà Đông
3.75,73.0,51.37,2,2,La Khê,Hà Đông
3.6,80.0,45.0,2,2,Phúc La,Hà Đông
3.65,65.0,56.15,2,1,Hà Cầu,Hà Đông
3.9,70.0,55.71,2,2,La Khê,Hà Đông
3.75,73.0,51.37,2,2,La Khê,Hà Đông
5.8,77.0,75.32,2,2,La Khê,Hà Đông
4.5,80.0,56.25,2,2,Quang Trung,Hà Đông
6.5,118.0,55.08,3,3,La Khê,Hà Đông
4.55,76.0,59.87,3,2,Quang Trung,Hà Đông
6.4,107.0,59.81,3,2,La Khê,Hà Đông
5.26,102.8,51.17,3,3,La Khê,Hà Đông
2.58,54.0,47.78,1,1,Phúc La,Hà Đông
4.6,82.0,56.1,3,2,Quang Trung,Hà Đông
2.6,66.0,39.39,2,2,Kiến Hưng,Hà Đông
6.8,120.0,56.67,3,2,Vạn Phúc,Hà Đông
